user_id,date
4c88165b-ebcb-42fd-b7b0-35a64f493c3b,2020-01-14
a86f7a8b-c97f-43c0-8c4c-971afc08ca2f,2020-01-30
512a8bf0-93f5-4ae3-ae56-b8cde4ae4884,2020-01-31
d9908c31-83d2-4392-938d-6903c31f1a64,2020-01-26
a3299672-b78d-4de1-894f-d7c721cabee6,2020-01-22
135ff252-6674-4123-a04c-7fd65f64e7ed,2020-01-18
366373a7-f032-4644-811b-31a8b4c85794,2020-01-25
09a6542a-2238-4e57-9e3a-ddc466810d43,2020-01-06
31439bd9-8d93-4996-a628-e48f260c305d,2020-01-30
2fba5a1e-8cd2-42ea-a5fc-d9de913c5663,2020-01-29
9be3f29d-f120-436b-8fc1-8890fb4b6e31,2020-01-14
eb647323-2f1f-4319-b8b4-eee5400e7423,2020-01-09
02391880-f1ad-446a-ac71-45af3ad90f56,2020-01-17
e6be1af1-2f1a-4538-a33c-d059bef45070,2020-01-24
4ac0cac9-4791-4e5c-953f-ccd37c46f027,2020-01-07
367736ef-b5ff-4767-9215-b97ecd4586c7,2020-01-31
14c99376-b9c9-4fec-b928-fd082139f6ef,2020-01-09
82922fe8-8ad2-4c53-a4bd-af77bfb83afc,2020-01-14
962a1193-27af-4e09-b958-a3658a4fc976,2020-01-10
49cdb397-c348-46e4-9133-670a3383dd5d,2020-01-17
569bc4a4-fc30-4d73-b49c-ff56189d2cec,2020-01-13
5f76dc66-a169-4676-8f0c-15512a3bfd56,2020-01-03
716d9938-65e0-489e-af2b-a874938b2b8d,2020-01-27
413f1482-30ec-4986-bf80-5803c3948084,2020-01-18
c7872974-70dd-4bcf-9b83-7ff55095357b,2020-01-21
fd5668c4-1558-4dac-be3e-34645a5203c4,2020-01-09
0f5014dc-fb0e-44d5-8975-d74beddb3a3c,2020-01-25
e18a4ba8-c279-41fd-9701-07b8e4321da3,2020-01-31
6ad236f8-9fd9-46df-a0d5-27918c543725,2020-01-20
01283524-c9c3-41a9-8cf7-ab31a5a71d9e,2020-01-26
8f8cb6c8-e0ad-47a2-9a07-8c1307eff967,2020-01-02
75f2afeb-8c38-4796-8fa5-07443f6326bc,2020-01-05
eecb82cb-fee6-4403-a2e7-da38cb1d5c0e,2020-01-11
08a6fa10-add6-4025-ab44-4ab8bab81bba,2020-01-18
9c83d619-cc7f-4725-b23a-1ccb8547daa4,2020-01-31
a358437b-39d0-4ae8-94c0-0f28e7c9e8ca,2020-01-21
a981e575-d73c-42bb-983d-5184cadc70f2,2020-01-06
b21c42aa-ed89-444d-832c-45a52aa255e2,2020-01-24
41e87f81-7dc6-4b57-b9d7-d79f763f7eba,2020-01-05
fed15cec-4471-489f-890b-8aaf628932fd,2020-01-23
2fbe1116-62d5-47c3-b268-15b962539a00,2020-01-12
62df9f13-d255-4d74-974b-b391f9808e5d,2020-01-19
29fcc945-6998-4a3a-87a9-307b882d6984,2020-01-25
51182b0b-22dd-4b1f-af05-1729ed493fc4,2020-01-22
5335ff39-1177-44c3-9e11-655170548fda,2020-01-20
1e8f6611-92af-41b6-947a-f763042dcfe8,2020-01-17
235a1ba4-57c6-4fe1-bed7-b2585c7ad732,2020-01-06
8354b6be-62f6-473f-9da0-ddb89a7c168d,2020-01-05
9325b487-1181-4ad4-b842-e527d1478124,2020-01-14
17e8e6a8-3173-422d-bce0-db9911c77f30,2020-01-16
63c73339-9899-4910-87a3-0ab5cab67f1e,2020-01-20
a87ee273-64f5-45ca-9cf5-290ee4e0a656,2020-01-21
48f6bd7e-7a6d-40ac-932a-eb17c7fc25d1,2020-01-25
93fc6b32-4690-4805-85c8-df31a8ffcd24,2020-01-05
f7b53c81-4a32-4831-aa3f-daa2a5aad591,2020-01-08
4c63b1df-3f4f-460a-8188-ea488f7613cc,2020-01-28
caaf8233-205e-45a5-b09a-0353f309f2d0,2020-01-18
71255d0f-5f16-4b6f-9b90-978960203a16,2020-01-17
1e2edcd9-681e-4d34-ac37-3a6011f46483,2020-01-16
b8a48c59-15fa-46f0-a0e3-4fbde363aa8b,2020-01-13
040c3b94-9268-4378-9939-9891a0e6d003,2020-01-20
3c3021dd-be24-49f7-86c7-5e94d16e5df0,2020-01-28
9084519d-31ad-4f83-a15b-a2b6c7b486ac,2020-01-10
7d94e099-a573-44d4-9674-249690275588,2020-01-14
3d073c32-72f7-41b6-b44d-48cde927c8e7,2020-01-06
8721ee40-f33e-4f88-9abd-ab06aed3a4f8,2020-01-21
8f08f8aa-bd78-437c-b526-48c57ea8bec0,2020-01-04
a14c1d87-5e81-452f-9486-305dacac8132,2020-01-09
55388ed2-1019-4772-9cb0-04c7734f737c,2020-01-07
f57e39a1-d110-443a-839b-779f2bd3ab2c,2020-01-12
8308e6d8-9c21-420b-8ac4-6bc60c0f96cd,2020-01-16
dfab8533-ed06-486e-92fb-58012e779db1,2020-01-05
685be92e-0f38-491c-98c2-eda9b0d47004,2020-01-03
cda1e066-a1e0-4f3d-83bc-202f613a35bb,2020-01-07
2d4f299a-c7b6-4cc4-9bd1-fff07999999d,2020-01-20
2b0286b7-82b2-467c-9661-15c2a2254d9c,2020-01-25
b5b6f33b-baa2-4e9c-ae76-55aeb94032af,2020-01-01
dccc4770-87cd-48a4-b5f6-351e6ce83f15,2020-01-21
1aa4c2c4-0d36-4a77-bc5f-40e8316a614b,2020-01-31
d2673d3e-9b14-45bf-b061-d119033b4d7e,2020-01-04
c2f925fe-c147-4ecb-9030-2f3bdea9c3c7,2020-01-01
ce41a9f1-228c-4940-9c9d-e52016eb9092,2020-01-23
dcae19a7-2728-468e-ae89-c4f6736335cd,2020-01-12
e27a6c24-c163-48ce-8a32-31b0ec51ecf1,2020-01-07
6403eb32-7744-4b98-b581-df9d30efc481,2020-01-10
f35d1de6-a728-46d5-aa3a-a0351e8fca8c,2020-01-28
04540005-5989-461e-8e2d-335625b16489,2020-01-18
5463e065-0d79-4115-862d-1dfa2b7c25f6,2020-01-17
2ddd5403-fb87-4d46-a0d9-8fb91cf69b3f,2020-01-18
7e1f5f58-d04c-4813-98b7-0e520d038e15,2020-01-05
a5259679-6558-4467-8a1e-9ae7f9c8e684,2020-01-12
b93fc0b6-0761-4e9f-9c53-8994d4dfb2d2,2020-01-25
44e5683a-2853-4ba8-8726-5a2c47fc18ef,2020-01-02
fb47c23b-d4d4-41aa-af29-d2678961ada1,2020-01-01
4369a9cb-b83c-4bf8-80fa-fad8eb6c68dc,2020-01-21
f7cbd49c-18d5-4eb3-9e9b-8b88125b5708,2020-01-22
fff78d9a-cfce-43ac-baa6-d7c1d48fd03e,2020-01-05
f71bd050-85ef-4822-a06a-2c491b82ca54,2020-01-11
bf4e9a79-b88b-4596-9715-be56d1984376,2020-01-31
3cdd9a09-6215-41fb-87eb-fb48618dce6d,2020-01-26
6487f6fc-b2c2-4bc6-b45c-61c700887d66,2020-01-22
2454a431-536f-4183-8fe6-b390fc22118c,2020-01-24
385d90f7-2fce-4ad7-9b36-19684b6da579,2020-01-13
24cf71a4-34fe-41e0-b0aa-3736b89bba54,2020-01-21
d7abb1ab-477c-49c2-b4ee-75d1cca7f397,2020-01-31
b76dc28c-6247-4428-84ac-205092801d94,2020-01-05
2370e144-c42b-4bbd-afc5-19900446dfb0,2020-01-05
5bb3e288-ad55-42d2-9673-521c58f67bbd,2020-01-19
ad888095-a690-4c69-b8c7-dfbee2bf10fa,2020-01-19
d4a1cbe0-44a4-472a-b452-7259405b16a7,2020-01-24
56e3168d-48ee-4963-8807-cf3f88cefeaf,2020-01-13
083954b1-4db6-48b0-a756-ea658eddc6e0,2020-01-14
42f029ab-cd69-4f49-ad61-b10c147e6a74,2020-01-12
d387842a-5ff9-44d5-8e9b-dfb4c5bf09ef,2020-01-25
843580c9-bfe5-4706-815d-25218a538f4d,2020-01-18
cea3727f-e75d-4f16-8a83-d951adc6696f,2020-01-23
5413f240-0fe6-43f4-b5d2-e12be9287acd,2020-01-20
d138bd8e-6c7e-49e8-bf9f-76735e37828c,2020-01-18
3d2ecdeb-25e6-454d-8303-6d3648aadc5f,2020-01-27
7dbed1d0-e940-4efe-b406-e08adeb2670d,2020-01-04
4469abf4-3d5f-4974-bc41-558843743cef,2020-01-25
5d59caba-840e-4f9a-8c04-af33e06041f8,2020-01-12
d41b3723-795d-4320-8058-4d00cb164fff,2020-01-29
e7d5658f-970f-48ed-a712-b6931cad0ec7,2020-01-28
37ec1080-0dd0-4e3f-a5a3-cc536a826fdd,2020-01-24
ef0c50dc-4405-4aff-9fce-bca53711954e,2020-01-26
3fcf708e-59a0-48b9-909d-80e02acc29f9,2020-01-30
beb231c9-a3b8-425c-ac33-87d077fde8fb,2020-01-04
44dc84d6-0d73-4293-93b8-f9005f68a05c,2020-01-30
78ec8bdb-d52c-4731-8a09-3686f23253a0,2020-01-09
3c2b8d76-ca0c-4cb7-8e8b-440a67c02ffe,2020-01-25
b423c01e-859b-4b08-b00c-94bfdc958209,2020-01-28
8b0cf0e7-d995-430f-a9ce-769097a14a6d,2020-01-30
17d22f94-31fa-415d-b6a9-804f80ba09a8,2020-01-11
098d90eb-e477-48b0-b9f3-1473cf98858f,2020-01-26
14895195-94ce-4f2d-b35f-f2436f99b8ea,2020-01-12
42ace86b-9543-4f7b-ba84-77815695635b,2020-01-16
046f223a-9618-464f-9a86-7bdc60c189d6,2020-01-13
9dd0430f-175d-4138-8c9f-15463cf49849,2020-01-22
1e8bb354-915c-4c29-ba56-0d0e53691662,2020-01-29
d5a0beb8-9c49-4774-b7c9-08e04dc5f7e3,2020-01-21
765e94ef-a05e-4e59-8e52-7369c2c8ef1a,2020-01-22
8a4dd8b0-6b85-4960-84d8-342e56883834,2020-01-25
c6acbaf3-6345-434f-94c5-4d0cac49abe2,2020-01-09
d0ee9b34-b9de-4ef8-a124-d9afa44afffd,2020-01-08
7e970762-7782-440f-adfd-68cdc50f409a,2020-01-20
eb5b3351-a582-4f8c-b126-a5277732ebb2,2020-01-16
b3a38aaf-a12d-4162-9f95-dd7a5d41beaa,2020-01-15
aa130cc1-31d1-4ba0-bc23-bfbfdeb52d3e,2020-01-03
4a61f995-badf-4cdc-bc66-8dc905f35f2f,2020-01-28
11a0935b-1cd7-4067-833d-ce820701edc5,2020-01-30
59a161f8-99d2-433d-adf6-8c236fd80ab7,2020-01-09
a3f4a6f1-08ee-48d4-9a66-6680f87de617,2020-01-27
28dfe4cd-bd18-4b93-b384-29966905a1b2,2020-01-21
74efe79c-e7d0-48ef-8b65-274af673fd0d,2020-01-07
6896274e-ac06-4792-83b1-7e1353b885d3,2020-01-05
0f36c37b-5385-47bd-8444-ff1379480249,2020-01-14
b1d6441d-3dd5-417a-a9ab-023226777507,2020-01-09
d5a294f2-05d9-4ea5-bfc7-ae0297e43506,2020-01-12
d1fb0be9-2aac-47ff-bfc7-ce720a0d8ebc,2020-01-15
d91781d2-663a-489a-8b9d-b85f6f9a4f6d,2020-01-30
b6c6fc2c-72c9-422b-b275-78b7b2435991,2020-01-07
7099d8e9-56c7-4cc7-bae3-a5df387f51f3,2020-01-04
d5f5dab8-3de1-4234-bc46-767f0b86cb5b,2020-01-25
adceec23-d08a-427b-af9f-e5d6e7a47aac,2020-01-24
d9d87a6f-6ab8-4c99-abb6-9dc7df741888,2020-01-15
877c761a-0354-4577-b491-85b417c4d6b0,2020-01-15
eda3ff37-c0dd-44e4-9c3d-eb1d73a84c16,2020-01-02
7aaf7d01-2203-4581-8d99-4edd95038c6e,2020-01-31
ad01afc0-8909-4a30-a065-acdf21e5ccce,2020-01-14
8e1122d8-b058-488a-aad9-34e24ac5a6d8,2020-01-07
d54e8cd1-a607-4cc3-80c8-227333aeeb73,2020-01-09
a7afb39d-39e5-4ba9-bbbc-9769ca943cfd,2020-01-25
f93ffea7-ce44-4dfa-8230-766f27954ae5,2020-01-28
2dabab52-f046-4934-84c8-3a89e0eb7b50,2020-01-23
8b7e7bcb-c739-4151-ac3b-6405f294981f,2020-01-25
507b76f7-9453-4e3d-a149-d9d33666fb49,2020-01-02
6d88f0e0-fe01-472b-9599-2e0689290892,2020-01-04
1a591d1e-60c7-491d-b42a-11cc1999d0fb,2020-01-17
82be2b02-afa4-447f-aaa2-73fae0f813fd,2020-01-08
401a0325-fa80-4d60-b117-0be1e4ed4838,2020-01-25
ea138ca8-a89a-4699-9265-e9033f64e733,2020-01-12
b2eab472-4b5c-4311-a81f-e2a4f0c0ca41,2020-01-04
6b0f01a8-01fa-4364-b676-ad8e652d3b6e,2020-01-25
96ecda97-805e-42e7-ae78-bd09e2d53b60,2020-01-26
9c1df6d4-f914-47a6-a6e1-47e485b1fd04,2020-01-15
187b8d7b-e287-4fce-b440-5eaed6a19d59,2020-01-07
f32162e0-8830-4ec9-9237-2bb56b683ae9,2020-01-06
97a03090-4a69-45fe-a3c8-25870398069d,2020-01-20
b24b29cd-8629-4047-81ef-47d490c9fd9f,2020-01-06
cdbb48f6-6461-4e30-806b-aa33347c912c,2020-01-03
a2872941-3e63-40fc-af78-e90cebdef86d,2020-01-16
919c7645-fecc-458d-b51e-49e3b28df226,2020-01-03
4d8d708f-f558-435d-8ff7-e61a6cc5f471,2020-01-15
e64b0a87-8a97-4eed-830e-3ad88f528daa,2020-01-03
5fdd242d-cd80-44f5-b6a2-ed91fcba31f3,2020-01-13
cce93a3c-347b-4969-b15d-18ad0ea6bf6f,2020-01-18
036f23ee-4756-4b86-8c37-e2906c818595,2020-01-12
d0889521-e9d6-4bb2-b586-0a69dadffb4e,2020-01-17
e69e1aac-d1ca-4fb1-9b91-6480913f627d,2020-01-24
7117394f-24f4-4bef-a9a9-4973b391824c,2020-01-09
d10eaaff-5f02-4591-8967-6e61d12a910f,2020-01-22
52169514-99ad-46f1-b5ad-b878b7f6ad84,2020-01-31
a23a1649-2ce7-4dc5-b85b-f3d9216624c4,2020-01-05
b1fc1e8f-a932-4b73-9b0c-0dd1f2e5f581,2020-01-17
bfe85d7f-b0f4-4493-8277-e1d8f1f8f658,2020-01-11
0515d526-dcef-404b-b04d-5fb6145311af,2020-01-30
06da1904-b208-4054-b8b8-6709ca33dd97,2020-01-21
27d75202-7956-4d8e-bbc7-965a4ed2693c,2020-01-20
7d7f1a5a-c698-42d1-a4f8-ac231ee3bb4a,2020-01-23
df449906-ceba-4d29-a733-00ab8976eff2,2020-01-30
92017c50-8ebe-4c79-b6bb-5a2ee389cff4,2020-01-27
244cecd9-4dff-4a95-8dfa-5b906101b04f,2020-01-10
c0379863-ea57-47ca-ad85-207c3532e3c1,2020-01-04
97cc02e4-b764-4b36-9abc-cb74b8c83dff,2020-01-08
4ac92a38-1b6a-455b-894b-438226636a08,2020-01-02
037e27b7-9aab-4bcc-8789-ccc02bfde109,2020-01-06
e155cdf3-1cab-4949-9ff2-45609a8f40fc,2020-01-25
97141fc1-5e85-4593-81b7-773bc67a354f,2020-01-16
1ef3ab89-e0ad-45a1-9d23-a0c99fd2267e,2020-01-14
25c58a03-df75-4011-bea0-2beeafa30b5a,2020-01-06
3c73fd2e-0758-4c4a-83f5-9caca3b2ad19,2020-01-10
9effb273-8aa3-4a5a-ac25-1ed589155f8a,2020-01-12
eb1965f9-15fe-4cae-82a3-1425264bbbb5,2020-01-29
1a5625c0-87a6-4f8f-87f9-27c616611867,2020-01-07
95f04422-a62c-4d11-bb86-799ecdc7b25e,2020-01-19
6eaf9c41-5e28-4f28-a646-f5e750196a1a,2020-01-18
286b8060-fc60-43dc-bc85-93d9630b5d5e,2020-01-17
c9430c3e-8935-42a9-9fce-3be376769720,2020-01-06
e787293a-4d4f-4107-88b5-bc01553d14c3,2020-01-04
e8a8c96c-42ab-42d7-99e0-e583645db774,2020-01-03
ce2afad5-5b5a-4a55-afc6-fc7e5c1644c0,2020-01-18
3345984a-a0ee-4064-a636-8dd99f4a83f8,2020-01-02
859afafc-c6a8-4113-9352-5e5914d952c6,2020-01-17
3a922792-0c5b-47b9-8969-361a08a2ad3a,2020-01-13
4809f175-c4fc-43b9-8b71-672d2db3415f,2020-01-08
f9ad8fb3-9e43-49de-86e5-50e1e35e6748,2020-01-21
32003951-6adf-482e-b635-5ed520be4c5c,2020-01-18
4371acbd-6ae5-4d5d-a1f6-ea3e58d0a474,2020-01-26
f9d46a5a-e152-4929-8ffe-c4141a2f769b,2020-01-13
77446156-97f0-4791-b894-29c7c7ffaf28,2020-01-06
fb8bd7ff-9538-4f50-9373-be0c2a900068,2020-01-20
7a6aa7c7-b228-4d64-b538-22dd29e1a858,2020-01-30
8fdeea9d-92b9-41c0-801e-584edda771f1,2020-01-24
349b71c3-8483-4ddb-8aee-490613cbd208,2020-01-29
32fc6b38-2272-490e-8479-eb3365047c67,2020-01-06
8b5b4a04-6a28-4aeb-8b49-75ab0505dcea,2020-01-13
1910fa22-441f-493a-bc5c-6849328ee1d8,2020-01-19
77fe73b7-b67c-4472-afa6-4bc7df694067,2020-01-14
683abbfa-875a-4c42-a098-3633b93b081e,2020-01-30
1508b70e-7d47-4443-b4fe-6a03cd4301c4,2020-01-25
dcf1f2e6-73c9-47c4-8447-0d70c4c1dc42,2020-01-22
124ed58e-6080-4b1b-9ea8-1f44be2b19d6,2020-01-31
67c8c3ec-c642-433f-babe-ed678fd0ea63,2020-01-04
eea28709-af38-483f-a146-2cf2735dc01a,2020-01-02
c9757b28-5c14-4639-9a53-c2cfcd301bbd,2020-01-28
6853a053-f322-410d-a4bf-56ccc007eda8,2020-01-06
df2a1525-96a3-4c54-bff4-7f2d89227984,2020-01-18
d2d8c371-43eb-4d90-bada-5935cbcccf76,2020-01-20
e623f7c6-6037-4230-84cb-bebfc8e8b43b,2020-01-24
97deacd3-ee53-429d-9739-0df0a856737f,2020-01-26
b5ca9c8b-6a05-4ac0-9fa6-c3443656c319,2020-01-24
4cb17cdf-5a23-44b8-b863-bdc8c90adc3b,2020-01-12
d231250c-c0ac-4ee1-b044-11adc68b0be1,2020-01-23
2dd91b1e-8177-4714-a816-9de90d4d23a5,2020-01-13
e5fee50c-0731-4f9e-a87c-b55a9f847e44,2020-01-10
9f0e9a50-c28f-4a6f-9d55-1e80e2d81c3b,2020-01-07
f01efa66-48ce-40d2-bf51-bf6bab82aff7,2020-01-11
86b0ef92-5613-4159-9228-f9d5dbdb782a,2020-01-15
5a19bc5d-dda6-4d32-b1b3-40cab749bc1f,2020-01-10
f1653c4b-080f-459b-aadf-eadefb06d134,2020-01-05
f4c1aa24-2d05-4003-8e53-76178ce666dd,2020-01-02
3c6b4399-1a0c-4a5e-8543-75bb0347911c,2020-01-06
521b2c65-2356-419a-a844-3747f5cd7ed6,2020-01-21
8bb1a644-c52b-40a0-8a1e-1850ad879394,2020-01-21
d9d7487d-2d02-4da5-baa1-e29dc9418a05,2020-01-21
23067c59-4003-4439-b161-2fdfe11f8ab3,2020-01-01
b013b54b-6710-4c20-b8e9-7a315a448c0f,2020-01-24
f90805b7-897b-4bdc-ab61-2a07d4989edd,2020-01-09
33bd95fc-4964-49a3-8a6d-f0a1bd4f359c,2020-01-16
fd06947c-cce0-4b78-8c5d-f9b4578df225,2020-01-23
de69c878-ecf2-4ec9-9af5-106d0cc56e89,2020-01-09
db9017e0-07b3-40e1-8822-e2c2d5910c2c,2020-01-08
75146724-e296-4b4d-a992-dc8a0c076685,2020-01-24
84db1937-2899-45cf-9a21-a20207b0f74e,2020-01-10
debf6953-ea73-4102-b2f0-20d8701d0f93,2020-01-08
c0e95190-0ca5-44c8-8d38-4b8cb3cb18a5,2020-01-17
b49ecd79-6136-4b03-9e2a-8c773862b4f1,2020-01-07
8c718afb-0e7a-4be0-b185-2399159b9c56,2020-01-19
055f402c-274d-4288-9200-5bc6a805868c,2020-01-25
90b577f6-8127-49b9-9761-4be8084726b7,2020-01-30
92b101d3-67ce-4c00-813e-2615decf689c,2020-01-11
7e891ab4-40cf-44d3-bd14-cda605cc7e52,2020-01-09
350d8a71-6f14-4210-85f0-8dc728831c0c,2020-01-23
de30f4e2-fddb-497f-b146-5e0eb320a91c,2020-01-22
2059509e-0647-4e65-b3ed-c2d6f47c9383,2020-01-12
d87c7bd0-8da5-4cce-8af8-053469035f50,2020-01-30
2888c56e-147f-4a76-95c8-7c6b100d334b,2020-01-19
0f973b0d-9537-41b4-bb71-b3673736ecfe,2020-01-27
facf1481-f85a-477b-8754-e5f40a4ad074,2020-01-05
af61a992-d89b-44fa-b19c-a2a1e0a9b2cf,2020-01-06
b9fb3e66-53bb-4c57-8360-657b63ca1163,2020-01-19
6a8e66b6-621a-4ba7-b39c-7c5fec312a9e,2020-01-23
786bfd23-57a7-459a-ae3b-bb283542a308,2020-01-04
b9e7c7d5-1ed0-4bd6-ad71-dfb6062a0127,2020-02-28
7c92e61c-546c-46b3-afe4-69f21b3db40b,2020-02-23
e0974e01-199e-41a0-8ef0-ccecf73c64c2,2020-02-20
120158d0-b823-4209-8f6a-e025b9774ce6,2020-02-18
3dc07e91-1b19-4a0a-bdee-28e4ffab68c2,2020-02-16
ee241125-d437-4d96-94c8-cf30b80604ce,2020-02-14
741db8a2-95de-4522-9133-830879ae92ee,2020-02-17
dee9ede4-6978-4843-9cd6-608d0e100abe,2020-02-18
a5e75e68-3e0b-4f68-a8fb-89a612d7d4f4,2020-02-08
06a24be0-92df-4558-97bc-6dec0d73e8e7,2020-02-12
824d6b7b-1824-4ac3-9f40-958b465e2025,2020-02-11
c2b480c8-e67b-4aed-b774-dec5119961b1,2020-02-23
3f55839e-a728-4ded-97cc-d5a7fa62f0f8,2020-02-17
90fcfd97-e840-4eb4-bf12-e12e6b6faae9,2020-02-17
ae9187ad-b87f-4d05-b5b9-5fa8626a7a92,2020-02-13
b1a20280-e879-4545-b0b7-2762005fb38a,2020-02-15
e226888e-1eb8-4e40-be10-c19116a6c307,2020-02-14
b1f84b77-99c7-4363-9bf9-c1a26453038a,2020-02-15
8019e760-9fe1-4def-9783-7f268077e846,2020-02-28
b261c44e-7dd9-4785-be1e-0e48725e9d65,2020-02-13
e816f320-4172-4a6e-b3f7-93458d2d82ea,2020-02-03
cab6af97-c3aa-4516-8e84-f2fa86d40aae,2020-02-09
d6c7d5e2-e4dc-4597-9743-303bb7e18a58,2020-02-15
358c22b5-9b62-4e43-b6cf-e8b913257d7a,2020-02-21
21d862c5-daba-4472-ae6f-66d07395ce78,2020-02-22
358d3912-9c9c-4433-ae5a-3f227fd24fbc,2020-02-07
1fba899f-6971-40b5-9910-b6a8408b702a,2020-02-18
8cd8f500-b6e0-4277-948d-15776dfc48a7,2020-02-29
bffb085a-725a-411f-a444-cbcd0463b632,2020-02-08
088a7dd9-bb56-4cdc-a23a-088844d06ea2,2020-02-25
fd0fd896-5c96-4cff-8eeb-23ebd0d497fc,2020-02-27
d295bbfa-77b3-43f4-9007-b8e376f2bb52,2020-02-23
ca64fb5f-72ff-46b3-a06f-cd59e22c46b9,2020-02-13
e9e8581e-fafe-4068-9c4e-cd9404f77377,2020-02-18
28c6f260-c3ab-4f84-bfc0-964651262f85,2020-02-15
5fe471fb-7ba8-4dda-a861-03dc43d3562d,2020-02-11
e8edc062-9e59-481a-83a5-3b0206a0ca12,2020-02-04
e6313fa8-31c9-4603-9f05-21b4d33ebc5b,2020-02-28
9c27c8d7-83a9-42b8-89df-70b978a57b31,2020-02-10
63f7fd63-2117-4877-816f-e3bf8698eb7a,2020-02-07
9d5402b3-0350-43c7-9884-b14979c278d7,2020-02-12
fedda5e8-f834-4aba-80f5-386d8224f72b,2020-02-28
5e789664-c8df-4349-8996-0562f5cb6c40,2020-02-13
47ee5305-bcf9-47f6-88ce-466e6934137c,2020-02-18
f84d3a88-976c-4fb2-b965-567f7e6327e1,2020-02-23
91163b35-29ea-4ac5-a6c0-2d491c948dc1,2020-02-21
c410a29b-5bbf-47ba-b1cd-a918dcc7d21d,2020-02-28
8474556b-ad1f-4d60-8301-1f475db6a4ef,2020-02-23
92b005a6-1afb-4d64-824a-cf17ed5a153b,2020-02-29
84302f55-32e6-45ba-8b0a-db159aa616c0,2020-02-14
8f9ff3e4-688d-45ba-9b9e-b4987d76d34d,2020-02-07
068dbdb6-00d5-427f-bb7c-f3608fc68e4d,2020-02-15
8454bf7b-a722-4815-850d-2c6151bb7bfc,2020-02-03
abd6f540-e16e-4886-8665-ffcefc99493c,2020-02-04
356ebc80-1242-4eb2-906f-c7616638539c,2020-02-13
3181dbb4-1e4c-465c-adc1-7e0d85134f60,2020-02-25
12612dcf-ebe3-414d-96a4-20e0162d553f,2020-02-03
e7bc5b58-461f-45e0-915a-b5753dc9031a,2020-02-19
4aaf54b3-31f5-4c44-a3f2-bd97346ddf10,2020-02-06
4dc9ff3e-894d-4887-806d-926ecdbc2573,2020-02-17
01e28ec4-d5d5-4c02-bcd7-fa4f790c6aab,2020-02-20
eacf5476-15e6-438d-9bee-28c7e7eb1bde,2020-02-13
505e2c1b-17c2-4dc6-88c1-e59f677a4b1a,2020-02-24
ad6ed389-782c-4353-bfc9-2d94f31d14f5,2020-02-01
e1176c11-0575-49e1-b63a-6f600d9792dd,2020-02-23
b07b651a-30f9-4256-afe5-99fcd549789f,2020-02-02
b0cb6dd1-faaf-4e6a-ad2d-04f01dfc13b0,2020-02-05
6855bda8-48f8-4df6-9724-9db9f2c655c1,2020-02-24
29b483cb-fa5f-4383-ad4b-4c726daa62b9,2020-02-26
fb92c79b-8059-49bd-8c2a-f2db068bcb20,2020-02-04
369b9d9d-9ec7-486b-94dc-fe0502642be4,2020-02-10
